obsid,leadid,ccode,idacr,leader,startdate,eindate,enddate,eoutdate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,ebirthdate,deathdate,edeathdate,dbpediauri,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur
ITA-1945-2,8219086a-1e42-11e4-b4cd-db5882bf8def,325,ITA,de Gasperi,1945-12-10,10dec1945,1953-07-28,28jul1953,Regular,Regular,Regular,0,OK,M,1881,1954,1881-04-03,03apr1881,1954-08-19,19aug1954,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Alcide-5FDe-5FGasperi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=22xQeX5X8RFAVWKLJ8msMZeICeUXOoEj_NCOV0bC3KA&e=,0,1,0,0,NA,NA
ITA-1953,8219086b-1e42-11e4-b4cd-db5882bf8def,325,ITA,Pella,1953-08-15,15aug1953,1954-01-06,06jan1954,Regular,Regular,Regular,0,OK,M,1902,1981,1902-04-18,18apr1902,1981-05-31,31may1981,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giuseppe-5FPella&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=CqKVNJptjfDJUPFlDzgDSkGLq2aw8zHYEPW14-_aR9U&e=,0,1,0,0,NA,NA
ITA-1954-1,8219393a-1e42-11e4-b4cd-db5882bf8def,325,ITA,Fanfani,1954-01-18,18jan1954,1954-01-31,31jan1954,Regular,Regular,Regular,0,OK,M,1908,1999,1908-02-06,06feb1908,1999-11-20,20nov1999,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Amintore-5FFanfani&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=MEQnOTvGGxIA0sM4pmzVNUqssWWY4kG9a5YsPynMxlI&e=,0,1,0,0,NA,NA
ITA-1954-2,8219393b-1e42-11e4-b4cd-db5882bf8def,325,ITA,Scelba,1954-02-09,09feb1954,1955-06-22,22jun1955,Regular,Regular,Regular,0,OK,M,1901,1991,1901-09-05,05sep1901,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Mario-5FScelba&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=6fhn1O_5X1OToKyo8kUrh4SoUUtVist1vkD1FAHN6UM&e=,0,1,0,0,NA,NA
ITA-1955,8219393c-1e42-11e4-b4cd-db5882bf8def,325,ITA,Segni,1955-07-06,06jul1955,1957-05-06,06may1957,Regular,Regular,Regular,0,OK,M,1891,1972,1891-02-02,02feb1891,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Antonio-5FSegni&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=StZCLk-J3bxvTusjgXjDuQpZVrZ-rI9UapSx36f35hc&e=,0,1,0,0,NA,NA
ITA-1957,8219393d-1e42-11e4-b4cd-db5882bf8def,325,ITA,Zoli,1957-05-19,19may1957,1958-06-19,19jun1958,Regular,Regular,Regular,0,OK,M,1887,1960,1887-12-16,16dec1887,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Adone-5FZoli&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=R44_oVKUGvX0vDVdVl1-0QgzkJnCeZqgLY52FvBkIso&e=,0,1,0,0,NA,NA
ITA-1958,8219393a-1e42-11e4-b4cd-db5882bf8def,325,ITA,Fanfani,1958-07-02,02jul1958,1959-01-26,26jan1959,Regular,Regular,Regular,1,OK,M,1908,1999,1908-02-06,06feb1908,1999-11-20,20nov1999,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Amintore-5FFanfani&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=MEQnOTvGGxIA0sM4pmzVNUqssWWY4kG9a5YsPynMxlI&e=,0,1,0,0,NA,NA
ITA-1959,8219393c-1e42-11e4-b4cd-db5882bf8def,325,ITA,Segni,1959-02-15,15feb1959,1960-02-24,24feb1960,Regular,Regular,Regular,1,OK,M,1891,1972,1891-02-02,02feb1891,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Antonio-5FSegni&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=StZCLk-J3bxvTusjgXjDuQpZVrZ-rI9UapSx36f35hc&e=,0,1,0,0,NA,NA
ITA-1960-1,8219393e-1e42-11e4-b4cd-db5882bf8def,325,ITA,Tambroni,1960-03-25,25mar1960,1960-07-19,19jul1960,Regular,Regular,Regular,0,OK,M,1901,1963,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Fernando-5FTambroni&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=vOIYezMCLdrxee_is5Oki2drWgslEvDduf_OCDZddP8&e=,0,1,0,0,NA,NA
ITA-1960-2,8219393a-1e42-11e4-b4cd-db5882bf8def,325,ITA,Fanfani,1960-07-26,26jul1960,1963-05-16,16may1963,Regular,Regular,Regular,2,OK,M,1908,1999,1908-02-06,06feb1908,1999-11-20,20nov1999,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Amintore-5FFanfani&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=MEQnOTvGGxIA0sM4pmzVNUqssWWY4kG9a5YsPynMxlI&e=,0,1,0,0,NA,NA
ITA-1963-1,8219393f-1e42-11e4-b4cd-db5882bf8def,325,ITA,Leone,1963-06-21,21jun1963,1963-11-05,05nov1963,Regular,Regular,Regular,0,OK,M,1908,2001,1908-11-03,03nov1908,2001-11-09,09nov2001,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giovanni-5FLeone&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=0Mcb-PTPuqvN4R1OTbwvHED0a7kwaYO3qFd2DF2AN9o&e=,0,1,0,0,NA,NA
ITA-1963-2,82196a0e-1e42-11e4-b4cd-db5882bf8def,325,ITA,Moro,1963-12-05,05dec1963,1968-06-05,05jun1968,Regular,Regular,Regular,0,OK,M,1916,1978,1916-09-23,23sep1916,1978-05-09,09may1978,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Aldo-5FMoro&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=K8ycy9d3gz5PRb5h5cyNv34bKUOP0n0vs6L8JQadN_M&e=,0,1,0,0,NA,NA
ITA-1968-1,8219393f-1e42-11e4-b4cd-db5882bf8def,325,ITA,Leone,1968-06-25,25jun1968,1968-11-19,19nov1968,Regular,Regular,Regular,1,OK,M,1908,2001,1908-11-03,03nov1908,2001-11-09,09nov2001,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giovanni-5FLeone&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=0Mcb-PTPuqvN4R1OTbwvHED0a7kwaYO3qFd2DF2AN9o&e=,0,1,0,0,NA,NA
ITA-1968-2,82196a0f-1e42-11e4-b4cd-db5882bf8def,325,ITA,Rumor,1968-12-13,13dec1968,1970-07-06,06jul1970,Regular,Regular,Regular,0,OK,M,1915,1990,1915-06-16,16jun1915,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Mariano-5FRumor&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=RwbFf9mYC81bLJQbjAqIgbpR4TOkSgowCbab9Hv8kng&e=,0,1,0,0,NA,NA
ITA-1970,82196a10-1e42-11e4-b4cd-db5882bf8def,325,ITA,Colombo,1970-08-06,06aug1970,1972-01-15,15jan1972,Regular,Regular,Regular,0,OK,M,1920,-777,1920-04-11,11apr1920,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Emilio-5FColombo&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Ol1N0aiCIdVAURnlnIih9VLaEg6UoXTxa570uMpiVtk&e=,0,1,0,0,NA,NA
ITA-1972,82196a11-1e42-11e4-b4cd-db5882bf8def,325,ITA,Andreotti,1972-02-18,18feb1972,1973-06-12,12jun1973,Regular,Regular,Regular,0,OK,M,1919,-777,1919-01-15,15jan1919,2013-05-06,06may2013,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giulio-5FAndreotti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=XvD4yBO5GlUqzcQBC82HRIPz4f5_uqIcQzsm0Sy8JbM&e=,0,1,0,0,NA,NA
ITA-1973,82196a0f-1e42-11e4-b4cd-db5882bf8def,325,ITA,Rumor,1973-07-08,08jul1973,1974-11-23,23nov1974,Regular,Regular,Regular,1,OK,M,1915,1990,1915-06-16,16jun1915,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Mariano-5FRumor&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=RwbFf9mYC81bLJQbjAqIgbpR4TOkSgowCbab9Hv8kng&e=,0,1,0,0,NA,NA
ITA-1974,82196a0e-1e42-11e4-b4cd-db5882bf8def,325,ITA,Moro,1974-11-23,23nov1974,1976-07-30,30jul1976,Regular,Regular,Regular,1,OK,M,1916,1978,1916-09-23,23sep1916,1978-05-09,09may1978,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Aldo-5FMoro&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=K8ycy9d3gz5PRb5h5cyNv34bKUOP0n0vs6L8JQadN_M&e=,0,1,0,0,NA,NA
ITA-1976,82196a11-1e42-11e4-b4cd-db5882bf8def,325,ITA,Andreotti,1976-07-30,30jul1976,1979-08-05,05aug1979,Regular,Regular,Regular,1,OK,M,1919,-777,1919-01-15,15jan1919,2013-05-06,06may2013,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giulio-5FAndreotti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=XvD4yBO5GlUqzcQBC82HRIPz4f5_uqIcQzsm0Sy8JbM&e=,0,1,0,0,NA,NA
ITA-1979,82196a12-1e42-11e4-b4cd-db5882bf8def,325,ITA,Cossiga,1979-08-05,05aug1979,1980-10-18,18oct1980,Regular,Regular,Regular,0,OK,M,1928,-777,1928-07-26,26jul1928,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Francesco-5FCossiga&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=K3zpm6y2BEM109K_sCj56ioqjJwo2sz9NkWKFrhXiIw&e=,0,1,0,0,NA,NA
ITA-1980,82196a13-1e42-11e4-b4cd-db5882bf8def,325,ITA,Forlani,1980-10-18,18oct1980,1981-05-26,26may1981,Regular,Regular,Regular,0,OK,M,1925,-777,1925-12-08,08dec1925,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Arnaldo-5FForlani&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=u0askVEqgGENSuSkSHsB3o7tOY_jPHo46SvGkgBDQGA&e=,0,1,0,0,NA,NA
ITA-1981,82199ae2-1e42-11e4-b4cd-db5882bf8def,325,ITA,Spadolini,1981-06-28,28jun1981,1982-11-30,30nov1982,Regular,Regular,Regular,0,OK,M,1925,1994,1925-06-21,21jun1925,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giovanni-5FSpadolini&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Or7HMa9vpcF4QcFnSq_j5KlDp6dzQRffrV-xOToCllk&e=,0,1,0,0,NA,NA
ITA-1982,8219393a-1e42-11e4-b4cd-db5882bf8def,325,ITA,Fanfani,1982-11-30,30nov1982,1983-08-04,04aug1983,Regular,Regular,Regular,3,OK,M,1908,1999,1908-02-06,06feb1908,1999-11-20,20nov1999,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Amintore-5FFanfani&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=MEQnOTvGGxIA0sM4pmzVNUqssWWY4kG9a5YsPynMxlI&e=,0,1,0,0,NA,NA
ITA-1983,82199ae3-1e42-11e4-b4cd-db5882bf8def,325,ITA,Craxi,1983-08-04,04aug1983,1987-04-18,18apr1987,Regular,Regular,Regular,0,OK,M,1934,2000,1934-02-24,24feb1934,2000-01-19,19jan2000,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Bettino-5FCraxi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=dNDOn-Mze6JdbLuSHLf8B_4YJVjl8LGkD0DJjo3mMpM&e=,0,1,0,0,NA,NA
ITA-1987-1,8219393a-1e42-11e4-b4cd-db5882bf8def,325,ITA,Fanfani,1987-04-18,18apr1987,1987-07-29,29jul1987,Regular,Regular,Regular,4,OK,M,1908,1999,1908-02-06,06feb1908,1999-11-20,20nov1999,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Amintore-5FFanfani&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=MEQnOTvGGxIA0sM4pmzVNUqssWWY4kG9a5YsPynMxlI&e=,0,1,0,0,NA,NA
ITA-1987-2,82199ae4-1e42-11e4-b4cd-db5882bf8def,325,ITA,Goria,1987-07-29,29jul1987,1988-04-13,13apr1988,Regular,Regular,Regular,0,OK,M,1943,1994,1943-07-30,30jul1943,1994-05-21,21may1994,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giovanni-5FGoria&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=JcOuHv4FwoNsw-3a4iGsLhjcbWBlmxv_fW4yvz0FJpE&e=,0,1,0,0,NA,NA
ITA-1988,82199ae5-1e42-11e4-b4cd-db5882bf8def,325,ITA,Mita,1988-04-13,13apr1988,1989-07-12,12jul1989,Regular,Regular,Regular,0,OK,M,1928,-777,1928-02-02,02feb1928,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ciriaco-5Fde-5FMita&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=eXMakjbyMO8oH-nKjaHpmiUGIzgzav3lrnK-0V41MBc&e=,0,1,0,0,NA,NA
ITA-1989,82196a11-1e42-11e4-b4cd-db5882bf8def,325,ITA,Andreotti,1989-07-23,23jul1989,1992-06-28,28jun1992,Regular,Regular,Regular,2,OK,M,1919,-777,1919-01-15,15jan1919,2013-05-06,06may2013,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giulio-5FAndreotti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=XvD4yBO5GlUqzcQBC82HRIPz4f5_uqIcQzsm0Sy8JbM&e=,0,1,0,0,NA,NA
ITA-1992,82199ae6-1e42-11e4-b4cd-db5882bf8def,325,ITA,Amato,1992-06-28,28jun1992,1993-04-29,29apr1993,Regular,Regular,Regular,0,OK,M,1938,-777,1938-05-13,13may1938,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giuliano-5FAmato&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=0NAd2sUtjZstUaZYUwexNlHJxZ05X6edImdCYUNJCKs&e=,0,1,0,0,NA,NA
ITA-1993,82199ae7-1e42-11e4-b4cd-db5882bf8def,325,ITA,Ciampi,1993-04-29,29apr1993,1994-05-11,11may1994,Regular,Regular,Regular,0,OK,M,1920,-777,1920-12-09,09dec1920,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Carlo-5FAzeglio-5FCiampi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=GoHG6MfPc1hXiZkuGGiv8KF5dqn27f3iNRsZ7jeUh5Y&e=,0,1,0,0,NA,NA
ITA-1994,8219cbb6-1e42-11e4-b4cd-db5882bf8def,325,ITA,Berlusconi,1994-05-11,11may1994,1995-01-17,17jan1995,Regular,Regular,Regular,0,OK,M,1936,-777,1936-09-29,29sep1936,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Silvio-5FBerlusconi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=UTuKKJDPZ_56rFNTqFwVqs1pku_L2---Dz4-8ZTL-_U&e=,0,1,0,0,NA,NA
ITA-1995,8219cbb7-1e42-11e4-b4cd-db5882bf8def,325,ITA,Dini,1995-01-17,17jan1995,1996-05-18,18may1996,Regular,Regular,Regular,0,OK,M,1931,-777,1931-03-01,01mar1931,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Lamberto-5FDini&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=fWI-Jkcpkm91gxUmDTxiZasW6QDVgfQDma52e8YFdE4&e=,0,1,0,0,NA,NA
ITA-1996,35aed4f8-3bbd-11e5-afeb-eb6f07f9fec7,325,ITA,Prodi,1996-05-18,18may1996,1998-10-21,21oct1998,Regular,Regular,Regular,0,OK,M,1939,-777,1939-08-09,09aug1939,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Romano-5FProdi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=ZSvPEWH5fQGewoH3KQRfhvNExgpfcXQ0O72DyLmForQ&e=,0,1,0,0,NA,NA
ITA-1998,8219cbb9-1e42-11e4-b4cd-db5882bf8def,325,ITA,D'Alema,1998-10-21,21oct1998,2000-04-26,26apr2000,Regular,Regular,Regular,0,OK,M,1949,-777,1949-04-20,20apr1949,NA,,NA,0,1,0,0,NA,NA
ITA-2000,82199ae6-1e42-11e4-b4cd-db5882bf8def,325,ITA,Amato,2000-04-26,26apr2000,2001-06-11,11jun2001,Regular,Regular,Regular,1,OK,M,1938,-777,1938-05-13,13may1938,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giuliano-5FAmato&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=0NAd2sUtjZstUaZYUwexNlHJxZ05X6edImdCYUNJCKs&e=,0,1,0,0,NA,NA
ITA-2001,8219cbb6-1e42-11e4-b4cd-db5882bf8def,325,ITA,Berlusconi,2001-06-11,11jun2001,2006-05-17,17may2006,Regular,Regular,Regular,1,OK,M,1936,-777,1936-09-29,29sep1936,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Silvio-5FBerlusconi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=UTuKKJDPZ_56rFNTqFwVqs1pku_L2---Dz4-8ZTL-_U&e=,0,1,0,0,NA,NA
ITA-2006,35aed4f8-3bbd-11e5-afeb-eb6f07f9fec7,325,ITA,Prodi,2006-05-17,17may2006,2008-05-08,08may2008,Regular,Regular,Regular,1,OK,M,1939,-777,1939-08-09,09aug1939,NA,,NA,0,1,0,0,NA,NA
ITA-2008,8219cbb6-1e42-11e4-b4cd-db5882bf8def,325,ITA,Berlusconi,2008-05-08,08may2008,2011-11-16,16nov2011,Regular,Regular,Regular,2,OK,M,1936,-777,1936-09-29,29sep1936,NA,,NA,0,1,0,0,NA,NA
ITA-2011,8251e055-1e42-11e4-b4cd-db5882bf8def,325,ITA,Monti,2011-11-16,16nov2011,2013-04-28,28apr2013,Regular,Regular,Regular,0,OK,M,1943,-777,1943-03-19,19mar1943,NA,,NA,0,1,0,0,NA,NA
ITA-2013,2b37a458-3481-11e4-8dba-bbcd9ed46413,325,ITA,Letta,2013-04-28,28apr2013,2014-02-22,22feb2014,Regular,Regular,Regular,0,OK,M,1966,-777,1966-08-20,20aug1966,NA,,NA,0,1,0,0,NA,NA
ITA-2014,149e63e6-aae0-11e4-b3bc-29f2fa19767e,325,ITA,Renzi,2014-02-22,22feb2014,2015-12-31,31dec2015,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1975,-777,1975-01-11,11jan1975,NA,,NA,0,-888,-888,-888,NA,NA
